pursuing,6,23
deriving,2,15
only,9,13
may,6,14
manly,14,5
ought,11,11
province,9,1
compleat,2,19
wholesome,20,20
till,21,11
native,9,23
compliance,2,23
this,13,13
prove,12,11
crown,19,0
becomes,17,11
world,19,17
so,15,10
payment,19,1
they,17,19
forbidden,16,3
with,16,16
others,15,20
voice,19,3
an,12,12
states,7,1
will,8,14
supreme,14,4
obstructing,0,15
public,5,20
exercise,6,20
foundation,20,6
object,2,17
earth,15,2
which,10,15
representative,21,4
emigration,22,23
requires,4,22
reminded,18,4
more,13,18
perfidy,4,10
sacred,15,3
establishing,21,7
burnt,21,13
petitions,0,1
facts,9,20
frontiers,3,18
measures,5,21
taken,20,10
enemies,2,11
too,15,11
established,21,6
beyond,14,13
united,1,18
for,17,16
rights,4,4
begun,22,11
warfare,1,12
whatsoever,4,13
head,17,23
giving,18,17
after,21,9
disposed,3,17
at,16,14
systems,6,22
sexes,10,22
commit,8,7
petitioned,1,1
character,16,6
sufferance,5,9
legislative,4,0
refusing,8,8
hither,17,1
indeed,13,10
tenure,8,22
humble,15,4
large,13,17
opposing,14,21
towns,10,3
high,12,17
formidable,0,10
organizing,22,8
duty,10,23
present,9,16
exposed,9,18
firmness,21,0
as,11,13
sole,18,2
separate,11,17
desolation,5,10
valuable,16,18
each,12,15
other,12,19
it,8,13
justice,2,3
once,19,10
legislature,3,0
fit,20,16
created,18,7
legislation,4,1
together,16,21
savages,2,10
attention,15,19
acquiesce,10,9
station,21,10
obstructed,22,13
unalienable,2,4
is,11,12
assembled,10,21
plundered,12,1
solemnly,6,11
parts,14,17
abdicated,1,6
accustomed,12,6
causes,0,22
a,13,12
one,11,14
offices,22,3
unfit,10,7
bear,15,5
pass,21,15
providence,15,0
we,18,21
truths,13,2
self,13,5
domestic,8,5
of,14,15
whose,16,7
britain,0,19
invasions,2,12
affected,1,21
consent,6,5
god,16,2
he,17,22
extend,22,16
foreign,9,4
bring,19,19
mean,7,12
forms,8,17
many,13,19
ruler,18,1
time,16,12
cruelty,4,9
magnanimity,14,2
their,18,20
under,18,8
friends,21,21
conjured,14,7
every,17,13
seas,11,2
divine,15,1
institute,20,7
mutually,9,10
or,8,18
constitution,4,2
redress,3,8
standing,15,22
new,13,16
pretended,7,10
suspended,20,8
assent,6,4
power,22,0
subject,5,18
intentions,9,9
to,21,16
repeated,7,11
benefits,15,18
evident,13,8
combined,12,16
acts,17,5
life,20,15
establish,22,6
his,16,23
thus,4,15
our,18,19
raising,22,12
salaries,8,23
introducing,21,8
necessity,10,11
are,12,20
constrains,1,17
tyranny,2,6
governed,4,3
safety,21,20
creator,17,6
neighbouring,10,1
troops,11,23
multitude,10,20
pursuit,7,22
dissolutions,6,3
declare,5,7
cases,1,5
military,12,23
invasion,0,14
liberty,3,4
attempts,8,10
light,14,16
population,9,0
enlarging,22,7
dissolved,5,16
offences,3,10
its,12,14
principles,7,21
sufferable,11,8
fall,18,12
state,7,2
alone,9,12
